,reviewee,reviewer,reviewer_identity,review_date,review_star,Amazing chat,review,Goes the extra mile,Knows their stuff,Unique listings,Easygoing buyer,Fast and decisive
1456,cookiemoonster,LuckAndProsperity,buyer,10 months ago,5.0,0.0,Straight forward and clear !,0.0,0.0,0.0,0.0,0.0
1457,cookiemoonster,dyg78,buyer,1 year ago,5.0,0.0,A decisive and fast deal. It’s a pleasure to deal with such sellers. Highly recommended! 👍🏻,0.0,0.0,0.0,0.0,0.0
1458,cookiemoonster,bytebyte,buyer,1 year ago,5.0,0.0,great seller!,0.0,0.0,0.0,0.0,0.0
1459,cookiemoonster,dualrole,seller,1 year ago,5.0,0.0,buyer was quick n eager to make payment. Fast reply n hope to deal with buyer again.,0.0,0.0,0.0,0.0,0.0
1460,cookiemoonster,kevintwc56,seller,1 year ago,5.0,0.0,Very easy going buyer. Great dealing experience.,0.0,0.0,0.0,1.0,1.0
1461,cookiemoonster,shoppinandwerkin,buyer,1 year ago,5.0,0.0,Super thoughtful seller. Thank you!,1.0,0.0,0.0,0.0,0.0
1462,cookiemoonster,cocomentos,seller,1 year ago,5.0,0.0,Smooth & pleasant transaction!,0.0,0.0,0.0,0.0,1.0
1463,cookiemoonster,cerayen,buyer,1 year ago,5.0,0.0,Excellent seller!!! Thank you very much for the lovely shirt! Arrived in pristine condition. Been a pleasure dealing with you! Hope to deal again soon. Highly recommend!!!👍👍👍😃,1.0,1.0,1.0,0.0,0.0
1464,cookiemoonster,hippystore,seller,1 year ago,5.0,0.0,Sincere buyer who honored her offer. Friendly and accommodating. Highly recommended. Hope to deal again soon. Pls follow me for more great deals 😊,0.0,0.0,0.0,0.0,1.0
1465,cookiemoonster,pokemon83,seller,1 year ago,5.0,0.0,Great buyer to deal with. Thanks you so much. ⭐⭐⭐⭐⭐,0.0,0.0,0.0,0.0,1.0
1466,cookiemoonster,moesett123,buyer,1 year ago,5.0,0.0,Very generous seller. Items as described. Highly recommended 😄,0.0,0.0,0.0,0.0,0.0
1467,cookiemoonster,yys1819,seller,1 year ago,5.0,0.0,Hassle free transaction. Recommended buyer,0.0,0.0,0.0,0.0,1.0
1468,cookiemoonster,bundle2go,seller,2 years ago,5.0,0.0,Polite and fuss-free buyer. Fast and pleasant transaction. A great buyer to deal with!,0.0,0.0,0.0,0.0,0.0
1469,cookiemoonster,everythinque,seller,2 years ago,5.0,0.0,Recommended buyer 👍 Thank you for the smooth and pleasant transaction. Enjoy the game ^^,0.0,0.0,0.0,0.0,0.0
1470,cookiemoonster,many.things.2.sell.leh,seller,2 years ago,5.0,1.0,Quick no fuss transaction. Speedy replies. Recommended buyer,0.0,0.0,0.0,0.0,0.0
1471,cookiemoonster,stylolumo,buyer,2 years ago,5.0,0.0,"Very sincere seller, items are all in very good condition and wrapped with care. Thanks for the smooth deal!",1.0,0.0,0.0,0.0,0.0
1472,cookiemoonster,adeline_lim88,buyer,2 years ago,5.0,0.0,Happy with the putchase,0.0,0.0,0.0,0.0,0.0
1473,cookiemoonster,minamix,seller,2 years ago,5.0,0.0,Great buyer! Fast and decisive! Hope you enjoy your Support Pokémon Disks!,0.0,0.0,0.0,1.0,0.0
1474,cookiemoonster,ezee_lim,buyer,2 years ago,5.0,0.0,Good price Good deal,0.0,0.0,0.0,0.0,0.0
1475,cookiemoonster,zakiahshinchan,buyer,2 years ago,5.0,0.0,Accommodating and responsive seller. Pleasant transaction. Thank you!,0.0,0.0,0.0,0.0,0.0
1476,cookiemoonster,idontwantnewstuff,buyer,2 years ago,5.0,0.0,"Genuine seller, recommended! Thanks for the fuss free deal!",0.0,1.0,0.0,0.0,0.0
1477,cookiemoonster,gg_iron,buyer,2 years ago,5.0,0.0,GREAT SELLER FAST RESPONSE AND CONVENIENT DEAL!,1.0,0.0,0.0,0.0,0.0
1478,cookiemoonster,crappler,buyer,2 years ago,5.0,0.0,Fuss-free experience dealing with seller.,0.0,0.0,0.0,0.0,0.0
1479,cookiemoonster,crowpro,seller,2 years ago,5.0,0.0,Great buyer Fast responses Highly recommended,0.0,0.0,0.0,0.0,1.0
1480,cookiemoonster,iamtanks,seller,2 years ago,5.0,0.0,Easy and seamless transaction. Friendly and hassle free with deal. Highly recommended,0.0,0.0,0.0,1.0,0.0
1481,cookiemoonster,hypemysterysg,seller,2 years ago,5.0,0.0,"great repeat buyer, thats for trusting me hope your kids love it. thank you and hope to deal again soon😄",0.0,0.0,0.0,1.0,0.0
1482,cookiemoonster,squirtlewithsunglasses,seller,2 years ago,5.0,1.0,Nice buyer !,0.0,0.0,0.0,0.0,0.0
1483,cookiemoonster,hypemysterysg,seller,2 years ago,5.0,0.0,great buyer to deal with. hope to deal again soon😀,0.0,0.0,0.0,0.0,0.0
1484,cookiemoonster,slng73,seller,2 years ago,5.0,0.0,Fast and fuss free transaction. Highly recommended!,0.0,0.0,0.0,0.0,1.0
1485,cookiemoonster,babytulips,buyer,2 years ago,5.0,0.0,Fast and prompt replies and delivery :),0.0,0.0,0.0,0.0,0.0
1486,cookiemoonster,__shop__till__you__drop,seller,2 years ago,5.0,1.0,Thanks for the fuss free deal,0.0,0.0,0.0,0.0,0.0
1487,cookiemoonster,marson_collectibles,seller,2 years ago,5.0,0.0,Fast and smooth transaction!,0.0,0.0,0.0,0.0,0.0
1488,cookiemoonster,bicyclerider,seller,2 years ago,5.0,0.0,"Fast and smooth buyer, recommend to deal with!👍👍👍",0.0,0.0,0.0,0.0,0.0
1489,cookiemoonster,joy_sg,seller,2 years ago,5.0,0.0,Responsible and prompt buyer,0.0,0.0,0.0,0.0,0.0
1490,cookiemoonster,happystorm,buyer,2 years ago,5.0,0.0,sincere seller. prompt reply. thank you,0.0,1.0,0.0,0.0,0.0
1491,cookiemoonster,revils_drobe,seller,2 years ago,5.0,0.0,Sincere and fuss-free buyer. Thanks for arranging the pickup service! 👍😊,0.0,0.0,0.0,1.0,0.0
1492,cookiemoonster,tsplants,seller,2 years ago,5.0,0.0,qick easy deal,0.0,0.0,0.0,1.0,0.0
1493,cookiemoonster,moesett123,buyer,2 years ago,5.0,0.0,Pleasant transaction. Very accommodating seller. 👍👍,0.0,0.0,0.0,0.0,0.0
1494,cookiemoonster,just_deal_it,seller,2 years ago,5.0,1.0,Excellent Buyer...definitely must deal with them...Tks for the deal. cheers,0.0,0.0,0.0,0.0,0.0
1495,cookiemoonster,Claribee,buyer,2 years ago,5.0,0.0,Good quality dresses at very decent prices! Seller packaged items very neatly. Thank you!,0.0,0.0,0.0,0.0,0.0
1496,cookiemoonster,scyh,buyer,2 years ago,5.0,0.0,seller was nice and delivered the bulky item to our area. item was in excellent condition as mentioned,0.0,0.0,0.0,0.0,0.0
1497,cookiemoonster,topaquits,buyer,2 years ago,5.0,0.0,item much better than expected.great seller,0.0,0.0,0.0,0.0,0.0
1498,cookiemoonster,jerry.y.xiang,buyer,2 years ago,5.0,0.0,Pleasant experience,0.0,0.0,0.0,0.0,0.0
1499,cookiemoonster,nikita8812,buyer,2 years ago,5.0,0.0,Highly recommended ⭐️⭐️⭐️⭐️⭐️,0.0,0.0,0.0,0.0,0.0
1500,cookiemoonster,nikita8812,buyer,2 years ago,5.0,0.0,Great seller to deal with ⭐️⭐️⭐️⭐️⭐️,0.0,0.0,0.0,0.0,0.0
1501,cookiemoonster,auntie_lulu,seller,2 years ago,5.0,0.0,"Had a pleasant deal with her throughout with no fuss, friendly and supportive. Payments were made fast as well & thank you, I hope to deal with you again😊",0.0,0.0,0.0,0.0,1.0
1502,cookiemoonster,ilikefastdeals85,buyer,2 years ago,5.0,0.0,Great Carouseller to deal with!😊☺️🤗 Such a pleasant and efficient deal and transaction. Thanks for arranging the courier for me. Cheers.💕🎀💛,0.0,0.0,0.0,0.0,0.0
1503,cookiemoonster,gonknoggin,buyer,2 years ago,5.0,0.0,"Great seller, friendly and fast delivery",0.0,0.0,0.0,0.0,0.0
1504,cookiemoonster,stankaiser,buyer,2 years ago,5.0,0.0,Awesome seller who’s very accommodating and really tks for the discount though u said no bargain ！ 🙏🏻🙏🏻🙏🏻 definitely will return to buy ur brio’s stuff!,1.0,0.0,0.0,0.0,0.0
1505,cookiemoonster,sching87,buyer,2 years ago,5.0,0.0,Really fast and pleasant deal. Friendly and packed the items really well!,0.0,0.0,0.0,0.0,0.0
1506,cookiemoonster,sarmag,buyer,2 years ago,5.0,0.0,great deal,0.0,0.0,0.0,0.0,0.0
1507,cookiemoonster,novjj,buyer,2 years ago,5.0,0.0,Items received with thks,0.0,0.0,0.0,0.0,0.0
1508,cookiemoonster,jonial,buyer,2 years ago,5.0,0.0,Smooth transaction & very good condition “used” item. Recommended,0.0,0.0,0.0,0.0,0.0
1509,cookiemoonster,andrew.chew.1420,buyer,2 years ago,5.0,0.0,excellent item. fast delivery. thanks.,0.0,0.0,0.0,0.0,0.0
1510,cookiemoonster,lemovine,buyer,2 years ago,5.0,0.0,item received in good condition,0.0,0.0,0.0,0.0,0.0
1511,cookiemoonster,sonya2015,buyer,3 years ago,5.0,0.0,friendly seller. thank you for offering to bring the toys to my place.,0.0,0.0,0.0,0.0,0.0
1512,cookiemoonster,maureengargurevich,buyer,3 years ago,5.0,0.0,Fast and responsive. Cars condition as described. Helpful to arrange delivery.,0.0,0.0,0.0,0.0,0.0
1513,cookiemoonster,bbkmuffin,buyer,3 years ago,5.0,0.0,items as described :) seller help to arrange courier and follow up on delivery. hope to deal again. thanks.,0.0,0.0,0.0,0.0,0.0
1514,cookiemoonster,idahusof,buyer,3 years ago,5.0,0.0,seller easy to communicate and very understanding..,0.0,0.0,0.0,0.0,0.0
1515,cookiemoonster,kapikapa,buyer,3 years ago,5.0,0.0,great experience. seller took care to pack the items to make sure they don't get damaged. recommended.,0.0,0.0,0.0,0.0,0.0
1516,cookiemoonster,emmeo,buyer,3 years ago,5.0,0.0,Item came well wrapped and arrived in very good condition. Great seller. Highly recommend.,0.0,0.0,0.0,0.0,0.0
1517,cookiemoonster,lehlongking,seller,3 years ago,5.0,0.0,Good buyer.,0.0,0.0,0.0,0.0,0.0
1518,cookiemoonster,emilysg2018,buyer,3 years ago,5.0,0.0,Quick and easy transaction. Easy to arrange mailing. Thank you!,0.0,0.0,0.0,0.0,0.0
1519,cookiemoonster,bonbonmonmon,buyer,3 years ago,5.0,0.0,"Good communication, pleasant deal. Thank you!",0.0,0.0,0.0,0.0,0.0
1520,cookiemoonster,bunglebungle,buyer,3 years ago,5.0,0.0,Accommodating seller with great products 5 stars rating .,0.0,0.0,0.0,0.0,0.0
1521,cookiemoonster,hallokittie,buyer,3 years ago,5.0,0.0,Fast mailing! Reliable seller.,0.0,0.0,0.0,0.0,0.0
1522,cookiemoonster,thingstoclear2323,buyer,3 years ago,5.0,0.0,Great buyer to deal with. Pleasant transaction.,0.0,0.0,0.0,0.0,0.0
1523,cookiemoonster,flame57,buyer,3 years ago,5.0,0.0,fast and smooth transaction. thanks.,0.0,0.0,0.0,0.0,0.0
1524,cookiemoonster,pancorns,seller,3 years ago,5.0,0.0,Thanks for the purchase! Quick and easy deal! Appreciate it!,0.0,0.0,0.0,0.0,0.0
1525,cookiemoonster,yun2006,seller,3 years ago,5.0,0.0,Prompt and decisive buyer. Punctual for meet up too. Nice dealing with. Thanks.,0.0,0.0,0.0,0.0,0.0
1526,cookiemoonster,dawngel,buyer,3 years ago,5.0,0.0,Prompt deal.Item as described. Thanks for the deal!,0.0,0.0,0.0,0.0,0.0
1527,cookiemoonster,sundaycraftsstudio,seller,3 years ago,5.0,0.0,Fuss free. Buyer arrange for pickup. Thanks!,0.0,0.0,0.0,0.0,0.0
1528,cookiemoonster,real_tea,buyer,3 years ago,5.0,0.0,item was well packaged in box for courier. reliable n honest seller.,0.0,0.0,0.0,0.0,0.0
1529,cookiemoonster,gs_cheng,seller,3 years ago,5.0,0.0,Second time buyer nice buyer recommend,0.0,0.0,0.0,0.0,0.0
1530,cookiemoonster,orvine,buyer,3 years ago,5.0,0.0,"Very pleasant transaction! All items are in perfect condition, prompt delivery and very safe and well packaged, recommended seller! Thank you very much!☺️",0.0,0.0,0.0,0.0,0.0
1531,cookiemoonster,gs_cheng,seller,3 years ago,5.0,0.0,Nice buyer recommended,0.0,0.0,0.0,0.0,0.0
1532,cookiemoonster,choochu,seller,3 years ago,5.0,0.0,Nice lady to deal with. Pleasant transaction. 😄,0.0,0.0,0.0,0.0,0.0
1533,cookiemoonster,thik10,buyer,3 years ago,5.0,0.0,Great deal. Quick and responsive. My son loved the toys,0.0,0.0,0.0,0.0,0.0
1534,cookiemoonster,edged,buyer,3 years ago,5.0,0.0,Items received in great condition. Very prompt delivery and fast response. Highly recommended.,0.0,0.0,0.0,0.0,0.0
1535,cookiemoonster,annecy,buyer,3 years ago,5.0,0.0,Great seller. Thanks.,0.0,0.0,0.0,0.0,0.0
1536,cookiemoonster,ccrafts,buyer,3 years ago,5.0,0.0,Item received in good condition! Seller is helpful.Thank you!,0.0,0.0,0.0,0.0,0.0
1537,cookiemoonster,angelathepooh,seller,3 years ago,5.0,0.0,Very smooth and fuss free transaction. Hope to deal with you again soon,0.0,0.0,0.0,0.0,0.0
1538,cookiemoonster,maxxrebo,buyer,3 years ago,5.0,0.0,Pleasant Transaction! Authentic buy.,0.0,0.0,0.0,0.0,0.0
1539,cookiemoonster,ouroboros123,buyer,3 years ago,4.7,0.0,swift decisive and comminicative - awesome!,0.0,0.0,0.0,0.0,0.0
1540,cookiemoonster,bloohprince,buyer,3 years ago,5.0,0.0,Transaction was smooth and item was in good condition.,0.0,0.0,0.0,0.0,0.0
1541,cookiemoonster,americanbrands,buyer,3 years ago,5.0,0.0,Friendly and responsive seller. Item mailed out real quick and is as described. Highly recommended. Thank you!,0.0,0.0,0.0,0.0,0.0
1542,cookiemoonster,sockie77,buyer,3 years ago,5.0,0.0,Item look so new,0.0,0.0,0.0,0.0,0.0
1543,cookiemoonster,potusage5,buyer,3 years ago,5.0,0.0,"A very pleasant buyer to deal with, highly recommended!",0.0,0.0,0.0,0.0,0.0
1544,cookiemoonster,bwd.kk,buyer,3 years ago,5.0,0.0,Item received in great condition. Seller is fast in replying and mailing out of item. Thank you fr the pleasant transaction((:,0.0,0.0,0.0,0.0,0.0
1545,cookiemoonster,cairnhillroad,buyer,3 years ago,5.0,0.0,Nice item was as described!,0.0,0.0,0.0,0.0,0.0
1546,cookiemoonster,cairnhillroad,buyer,3 years ago,5.0,0.0,Great item. Love it! Seller packed it really well too.,0.0,0.0,0.0,0.0,0.0
1547,cookiemoonster,cairnhillroad,buyer,3 years ago,5.0,0.0,Love the items. Very great condition. Will deal again for sure.,0.0,0.0,0.0,0.0,0.0
1548,cookiemoonster,cairnhillroad,buyer,3 years ago,5.0,0.0,Had many deals with this seller a returning customers. Always very satisfied with the items. Well washed and packed.,0.0,0.0,0.0,0.0,0.0
1549,cookiemoonster,ladybren,buyer,3 years ago,5.0,0.0,great seller to deal with...item is true to description..thank you and stay safe:),0.0,0.0,0.0,0.0,0.0
1550,cookiemoonster,ee_jah,buyer,3 years ago,5.0,0.0,Fast and smooth transaction. Nice and friendly. 👍🏼,0.0,0.0,0.0,0.0,0.0
1551,cookiemoonster,karmugi,buyer,3 years ago,5.0,0.0,"Great seller and fast transaction! Helpful and friendly seller, happy with service provided. Thank you!",0.0,0.0,0.0,0.0,0.0
1552,cookiemoonster,shopthrill,buyer,3 years ago,5.0,0.0,Response was fast and shipping was very prompt as well. Highly recommended!,0.0,0.0,0.0,0.0,0.0
1553,cookiemoonster,just.selling,buyer,3 years ago,5.0,0.0,Item was in great condition. Thank you for accommodating the earlier timing of meetup!,0.0,0.0,0.0,0.0,0.0
1554,cookiemoonster,fleurdelis_star,buyer,3 years ago,5.0,0.0,Nice seller who replies promptly too! Thanks for the Fuss free transaction !,0.0,0.0,0.0,0.0,0.0
1555,cookiemoonster,ruixx,buyer,3 years ago,5.0,0.0,items well-received. thank you for your kind and friendly replies.,0.0,0.0,0.0,0.0,0.0
1556,cookiemoonster,amummy,buyer,3 years ago,5.0,0.0,Rec item in good condition. Thank u!,0.0,0.0,0.0,0.0,0.0
1557,cookiemoonster,woopow,buyer,3 years ago,5.0,0.0,Quick smooth deal. Seller is friendly and responsive. Love to deal again.,0.0,0.0,0.0,0.0,0.0
1558,cookiemoonster,greengift,seller,3 years ago,5.0,0.0,Fast & smooth transaction. Decisive and friendly buyer. Hope to be able to deal with you again soon. You may like to check us out at GreenGift Shop 19 Serangoon North Ave 5 #02-02 Singapore 554913 (Level 2 above ShengSiong Supermarket) GreenGift Garden Plot 50 Punggol East Singapore 828826 Website https://greengift.com.sg Carousell https://sg.carousell.,0.0,0.0,0.0,0.0,0.0
1559,cookiemoonster,sgstyli,seller,3 years ago,5.0,0.0,Very friendly and understanding buyer! Fuss-free and pleasant transaction! Thank you 😊🥰🥳,0.0,0.0,0.0,0.0,0.0
1560,cookiemoonster,castleandcrayons,seller,3 years ago,5.0,0.0,Friendly and nice buyer. Prompt in payment. Hope to deal with u again,0.0,0.0,0.0,0.0,0.0
1561,cookiemoonster,tatchee,buyer,4 years ago,5.0,0.0,easy communication. items ok!,0.0,0.0,0.0,0.0,0.0
1562,cookiemoonster,slc300,buyer,4 years ago,5.0,0.0,Awesome seller! Prompt and responsive. Thank you so much,0.0,0.0,0.0,0.0,0.0
1563,cookiemoonster,atwatw,buyer,4 years ago,5.0,0.0,V decisive! Responsive! Prompt mailing! Pleasant transaction👍🏼,0.0,0.0,0.0,0.0,0.0
1564,cookiemoonster,cinamoroll,buyer,4 years ago,5.0,0.0,fast transaction. thank you,0.0,0.0,0.0,0.0,0.0
1565,cookiemoonster,machupicchuthekats,buyer,4 years ago,5.0,0.0,Pleasant and fuss-free transaction. Really satisfied with the purchase as the items are of good condition and great quality. Hope to deal with you again!,0.0,0.0,0.0,0.0,0.0
1566,cookiemoonster,nataliay,buyer,4 years ago,5.0,0.0,Great seller with fast response,0.0,0.0,0.0,0.0,0.0
1567,cookiemoonster,aem59,buyer,4 years ago,5.0,0.0,Very easy and fast transaction. ☺️,0.0,0.0,0.0,0.0,0.0
1568,cookiemoonster,lavenderlv,buyer,4 years ago,5.0,0.0,Fuss-free transaction. Thanks!,0.0,0.0,0.0,0.0,0.0
1569,cookiemoonster,lavenderlv,buyer,4 years ago,5.0,0.0,"Excellent item, as described. Thanks!",0.0,0.0,0.0,0.0,0.0
1570,cookiemoonster,blancblanc,buyer,4 years ago,5.0,0.0,great seller! quick deal and fast delivery. thank u!,0.0,0.0,0.0,0.0,0.0
1571,cookiemoonster,tieulinh,buyer,4 years ago,5.0,0.0,Caroupay and fast mail. No fuss deal and seller. Items as described. Tks for the deal,0.0,0.0,0.0,0.0,0.0
1572,cookiemoonster,rainie70,buyer,4 years ago,5.0,0.0,"Seller is polite, quick to respond and honest in her dealings. items are as described. very satisfied. hope to deal with her again.",0.0,0.0,0.0,0.0,0.0
1573,cookiemoonster,the_walking_potato,buyer,4 years ago,5.0,0.0,Highly recommended seller. Many thanks!,0.0,0.0,0.0,0.0,0.0
1574,cookiemoonster,tgk68,buyer,4 years ago,4.7,0.0,Easy process!,0.0,0.0,0.0,0.0,0.0
1575,cookiemoonster,2mymisc,seller,4 years ago,5.0,0.0,Thanks for the smooth deal and great communication.,0.0,0.0,0.0,0.0,0.0
1576,cookiemoonster,bluesky577,seller,4 years ago,5.0,0.0,"2nd time dealing and as usual, buyer is prompt and sincere! Thank you!",0.0,0.0,0.0,0.0,0.0
1577,cookiemoonster,mothertwokids,buyer,4 years ago,5.0,0.0,"Great n nice seller, item was in great condition,thank u very much",0.0,0.0,0.0,0.0,0.0
1578,cookiemoonster,bluesky577,seller,4 years ago,5.0,0.0,"Friendly, polite and very pleasant buyer. Thank you!",0.0,0.0,0.0,0.0,0.0
1579,cookiemoonster,besforme,seller,4 years ago,5.0,0.0,"Genuine buyer, easy to deal with. Recommended buyer.",0.0,0.0,0.0,0.0,0.0
1580,cookiemoonster,hellobebe,seller,4 years ago,5.0,0.0,Sincere buyer and smooth communication. Highly recommend! Thank you!,0.0,0.0,0.0,0.0,0.0
1581,cookiemoonster,donliu26,buyer,4 years ago,5.0,0.0,Great deal with seller🙏🏻😇,0.0,0.0,0.0,0.0,0.0
1582,cookiemoonster,nunby,buyer,4 years ago,5.0,0.0,Great communication and pleasant seller,0.0,0.0,0.0,0.0,0.0
1583,cookiemoonster,welcometothetanfamily,buyer,4 years ago,5.0,0.0,"Great experience, seller was responsive, responsible and trustworthy. Highly recommended. Thank you once again!!",0.0,0.0,0.0,0.0,0.0
1584,cookiemoonster,lulu168168,buyer,4 years ago,4.7,0.0,"fast deal , received item in good condition. hope to deal with you again in future .",0.0,0.0,0.0,0.0,0.0
1585,cookiemoonster,baabeequedlamb,seller,4 years ago,5.0,0.0,buyer was nice and easy to communicate with. pleasant and fuss free transaction. thank you! :),0.0,0.0,0.0,0.0,0.0
1586,cookiemoonster,itide,buyer,4 years ago,5.0,0.0,Lovely seller. Highly recommended,0.0,0.0,0.0,0.0,0.0
1587,cookiemoonster,ch3ryll,seller,4 years ago,5.0,0.0,Pleasant buyer to deal with; Buyer was polite as well !,0.0,0.0,0.0,0.0,0.0
1588,cookiemoonster,sesameseeds2022,buyer,4 years ago,5.0,0.0,Friendly seller!,0.0,0.0,0.0,0.0,0.0
1589,cookiemoonster,seenpt34152,buyer,4 years ago,5.0,0.0,seller is prompt with messages and arranging for delivery. very straightforward transaction. very pleasant to deal with. highly recommended! 😊,0.0,0.0,0.0,0.0,0.0
1590,cookiemoonster,seenpt34152,buyer,4 years ago,5.0,0.0,seller is prompt with messages and arranging for delivery. very straightforward transaction. very pleasant to deal with. highly recommended! 😊,0.0,0.0,0.0,0.0,0.0
1591,cookiemoonster,upelkuchen,buyer,4 years ago,5.0,0.0,Sincere seller. Thank you very much.,0.0,0.0,0.0,0.0,0.0
1592,cookiemoonster,estellelulu,buyer,4 years ago,5.0,0.0,Great seller to deal with. Items are in excellent condition as described.,0.0,0.0,0.0,0.0,0.0
1593,cookiemoonster,authenticquality,buyer,4 years ago,5.0,0.0,"very kind gesture, excellent person to deal with, highly recommended",0.0,0.0,0.0,0.0,0.0
1594,cookiemoonster,get_buckets,buyer,4 years ago,5.0,0.0,"Seller is very considerate, responsive and easy to deal with. Toys sold were in good condition. 🤙🏻",0.0,0.0,0.0,0.0,0.0
1595,cookiemoonster,babyshoppe,buyer,4 years ago,5.0,0.0,Nice seller! Thank you.,0.0,0.0,0.0,0.0,0.0
1596,cookiemoonster,mishelsept,buyer,4 years ago,5.0,0.0,recommended seller to deal with..item received well as described...thank u soo much...,0.0,0.0,0.0,0.0,0.0
1597,cookiemoonster,glitterchicken,seller,4 years ago,5.0,0.0,pleasant & decisive buyer ! overall a pleasant transaction. thank u & hope u like the item ! :)),0.0,0.0,0.0,0.0,0.0
1598,cookiemoonster,andersfan,buyer,4 years ago,5.0,0.0,Great and friendly seller! Even checked in to ensure I know the design of the item and that I received it. Thank you!,0.0,0.0,0.0,0.0,0.0
1599,cookiemoonster,ahgonggong,buyer,4 years ago,5.0,0.0,Friendly seller,0.0,0.0,0.0,0.0,0.0
1600,cookiemoonster,r-e-d-s-t-a-r,seller,4 years ago,5.0,0.0,Sincere and friendly buyer . Hassle free to deal with. Good to go. ✅✅👌👌😊😊,0.0,0.0,0.0,0.0,0.0
1601,cookiemoonster,abc7777777,buyer,4 years ago,5.0,0.0,Thx,0.0,0.0,0.0,0.0,0.0
1602,cookiemoonster,andersfan,buyer,4 years ago,5.0,0.0,Friendly seller who mails out items promptly! Thanks much! Item as described and in good condition!,0.0,0.0,0.0,0.0,0.0
1603,cookiemoonster,andersfan,buyer,4 years ago,5.0,0.0,Friendly seller who mails out items promptly! Thanks much!,0.0,0.0,0.0,0.0,0.0
1604,cookiemoonster,ws.online,seller,5 years ago,4.3,0.0,Buyer was great. No fussy.,0.0,0.0,0.0,0.0,0.0
1605,cookiemoonster,kaiz82,buyer,5 years ago,5.0,0.0,Great seller to deal with! Item delivered as described. Pleasant transaction!,0.0,0.0,0.0,0.0,0.0
1606,cookiemoonster,tokio3388,buyer,5 years ago,5.0,0.0,Great item and speedy communications! One of the best experience on Carousell. Very pleased! ❤️❤️👍🏻👍🏻,0.0,0.0,0.0,0.0,0.0
1607,cookiemoonster,jardilcellino,buyer,5 years ago,5.0,0.0,Great seller to deal with! fuss free and very kind. cheers to future transactions ! recommend 👍🏻👍🏻👍🏻,0.0,0.0,0.0,0.0,0.0
1608,cookiemoonster,bingz81,buyer,5 years ago,5.0,0.0,Speedy straightforward transaction. Shoes arrived in excellent condition. Thank you so much!,0.0,0.0,0.0,0.0,0.0
1609,cookiemoonster,casaries,buyer,5 years ago,5.0,0.0,Great seller to deal with! Prompt delivery! Item delivered as described,0.0,0.0,0.0,0.0,0.0
1610,cookiemoonster,nain.prabhu,buyer,5 years ago,5.0,0.0,Great seller to deal with! Item delivered as described. Pleasant transaction!,0.0,0.0,0.0,0.0,0.0
1611,cookiemoonster,lovetoys78,buyer,5 years ago,5.0,0.0,Great seller to deal with! Item delivered as described. Thank you!,0.0,0.0,0.0,0.0,0.0
1612,cookiemoonster,density,buyer,5 years ago,5.0,0.0,Great seller to deal with! Prompt delivery! Item delivered as described! Tks!,0.0,0.0,0.0,0.0,0.0
1613,cookiemoonster,mattlucas,buyer,5 years ago,5.0,0.0,"Everything from condition of the product, Shipping, seller reliability has been 100% excellent. Cheers!",0.0,0.0,0.0,0.0,0.0
1614,cookiemoonster,mattlucas,buyer,5 years ago,5.0,0.0,"Perfect condition, perfect transaction! Fast shipping. Super reliable seller. Thanks",0.0,0.0,0.0,0.0,0.0
1615,cookiemoonster,kopite09,buyer,5 years ago,5.0,0.0,Great seller!,0.0,0.0,0.0,0.0,0.0
1616,cookiemoonster,beautifully_simple,seller,5 years ago,5.0,0.0,Awesome buyer! Decisive & prompt replies. Look forward to having more transactions with you !,0.0,0.0,0.0,0.0,0.0
1617,cookiemoonster,alli_ellie,buyer,5 years ago,5.0,0.0,Great and honest seller; fast replies and a kind heart. Thank you; hope to deal again :),0.0,0.0,0.0,0.0,0.0
1618,cookiemoonster,gevicra,buyer,5 years ago,5.0,0.0,I love that the used clothes I got were in great condition!,0.0,0.0,0.0,0.0,0.0
1619,cookiemoonster,applepaiz,seller,5 years ago,5.0,0.0,Great buyer to deal with! Pleasant transaction!,0.0,0.0,0.0,0.0,0.0
1620,cookiemoonster,wombatmama,buyer,5 years ago,5.0,0.0,Great seller to deal with! Item delivered as described,0.0,0.0,0.0,0.0,0.0
1621,cookiemoonster,myetcetc,buyer,5 years ago,5.0,0.0,Great seller to deal with! Prompt delivery! Item delivered as described Pleasant transaction!,0.0,0.0,0.0,0.0,0.0
1622,cookiemoonster,leigh08,buyer,5 years ago,5.0,0.0,Great seller to deal with! Item delivered as described. Pleasant transaction! Thank you!,0.0,0.0,0.0,0.0,0.0
1623,cookiemoonster,dreamfulfilled,seller,5 years ago,5.0,0.0,Patient and friendly buyer to deal with 👍🏻👍🏻,0.0,0.0,0.0,0.0,0.0
1624,cookiemoonster,sleepyskies,buyer,5 years ago,5.0,0.0,Great seller to deal with. Items were received as described. Thank you!,0.0,0.0,0.0,0.0,0.0
1625,cookiemoonster,donuthings,buyer,5 years ago,5.0,0.0,Seller was prompt to mail out and the items were delivered to my address within a day! Thank you!,0.0,0.0,0.0,0.0,0.0
1626,cookiemoonster,minimalistkitty,buyer,5 years ago,5.0,0.0,"Nice seller, great to deal with! Thanks!",0.0,0.0,0.0,0.0,0.0
1627,cookiemoonster,littlesam,seller,5 years ago,5.0,0.0,Awesome buyer. Decisive and fast deal. Hope to deal again. Highly recommended. 👍👍,0.0,0.0,0.0,0.0,0.0
