review_id,username,merchant_id,product_id,date,rating,content
0c7ecbbd-5910-4bf1-b502-d8094d9e1bdb,e*****p,c4a90064-73ca-4af1-8487-28051a53cc3a,caae034c-ba60-4103-820f-78a880f809b9,2022-06-24 16:39,5,"Delivery was about 3-4 days. Received in good condition all well pack and good. The sound is really soft if were to play outdoor or classroom for children. But if play indoor and having personal time, then it’s good enough."
d185ff59-42d2-4ab1-a815-274f8ac08272,n*****f,c4a90064-73ca-4af1-8487-28051a53cc3a,caae034c-ba60-4103-820f-78a880f809b9,2022-04-13 13:37,5,"Item arrived within a few days from ordering.
Came in a padded envelope, boxes were in good condition. Speaker works well and provides decent volume and audio reproduction for the size and price."
9784fe69-986b-4be8-8318-4809bbfff0b9,harnibella,c4a90064-73ca-4af1-8487-28051a53cc3a,caae034c-ba60-4103-820f-78a880f809b9,2023-04-16 00:01,5,"Best Feature(s): the size
Performance: good
Value For Money: yes
For the size the sound is very clear. It's compact so i can bring it everywhere."
6d49f313-c51f-4f51-a175-8bdd07a7eb53,akosuawee,c4a90064-73ca-4af1-8487-28051a53cc3a,caae034c-ba60-4103-820f-78a880f809b9,2022-12-07 22:41,5,"Delivery was super quick and managed to get it in a few days. Tested and it was easy to connect. Sound system pretty dope for the price 

But wish it came with a wire to charge tho!"
fc18ae1c-0ba6-4b46-af01-d95f91c058cc,mciaqua,c4a90064-73ca-4af1-8487-28051a53cc3a,caae034c-ba60-4103-820f-78a880f809b9,2022-04-26 20:23,5,Fast delivery. Item is cute n compact. Hope it serves its purpose. Much smaller than palm size
e5a911cd-d8ab-4a7c-85cf-b1d42f306596,jammie3880,c4a90064-73ca-4af1-8487-28051a53cc3a,caae034c-ba60-4103-820f-78a880f809b9,2023-04-01 17:38,5,"Performance: Good
Value For Money: Good
Best Feature(s): Good
I am happy with the small speaker, easy to carry and is medium loud if adjust to the max volume in a hall. Thanks"
5e5537fb-19b8-4b7c-95be-216a91325922,k*****s,c4a90064-73ca-4af1-8487-28051a53cc3a,caae034c-ba60-4103-820f-78a880f809b9,2023-06-06 00:34,5,"Value For Money: fantastic
Performance: more bass sound
Best Feature(s): beautiful design and super portable
Love how small and portable it is. Sound quality is ok that’s a bit more bass-y. Such a pretty design and super easy to pair. Works for my purpose. Very fast delivery too within 48 hrs!"
70668fa5-6c28-4e7e-9947-ae7af1cee561,a*****n,c4a90064-73ca-4af1-8487-28051a53cc3a,caae034c-ba60-4103-820f-78a880f809b9,2023-05-28 13:02,5,"Best Feature(s): VG
Value For Money: VG
Performance: VG
Item delivery is fast and well wrapped. 
Good sound quality and well built. Value for money."
0619f09b-699f-4d8e-932d-accf11604d06,y*****4,c4a90064-73ca-4af1-8487-28051a53cc3a,caae034c-ba60-4103-820f-78a880f809b9,2023-01-11 20:41,5,"Performance: good consider the size
Best Feature(s): ok
Value For Money: ok
Fast delivery…..
Mini size with powerful sounds"
b14aff53-400e-4d2a-9522-078b4c84dc6b,jadyliew,c4a90064-73ca-4af1-8487-28051a53cc3a,caae034c-ba60-4103-820f-78a880f809b9,2022-11-10 11:52,5,"Performance: very solid sound
Best Feature(s): convenient
Value For Money: yes
Very good product highly recommended!! Easy to pairing with blue tooth. Tks seller!!"
702e2c68-2f85-4620-ba36-1a146a571171,tanpeekling,c4a90064-73ca-4af1-8487-28051a53cc3a,caae034c-ba60-4103-820f-78a880f809b9,2022-11-20 16:56,5,"Performance: good
Best Feature(s): good
Value For Money: good
It doesn’t come with usb cable so need to get your own but sound is good and powerful. Thks seller."
65fb0d61-5e8e-4174-b217-4a1a092c4d10,m*****s,c4a90064-73ca-4af1-8487-28051a53cc3a,caae034c-ba60-4103-820f-78a880f809b9,2022-06-09 18:22,5,"Performance: function as expected
Best Feature(s): small and light weight
Value For Money: good especially that it was discounted during 6.6
fast delivery. bought on 6-Jun and delivered on 9-Jun"
a8e76674-fb4b-4cd0-9ce4-f84151f249f2,mishmolly,c4a90064-73ca-4af1-8487-28051a53cc3a,caae034c-ba60-4103-820f-78a880f809b9,2023-01-11 23:48,5,"Performance: 10/10
Best Feature(s): 10/10
Value For Money: 10/10
Amazing small and portable speaker! I really enjoy it 🥰 delivery was fast! Highly recommend ."
c5782767-063e-4caf-a533-e540fff9277a,czy9657,c4a90064-73ca-4af1-8487-28051a53cc3a,caae034c-ba60-4103-820f-78a880f809b9,2022-06-07 14:25,5,"Ordered on 6th Jun and received it today, FAST.

Refer to my video for the sound quality, GOOD."
52569ce4-0a4d-4ce3-86e2-4dccb75b6cbc,minimaldrugs,c4a90064-73ca-4af1-8487-28051a53cc3a,caae034c-ba60-4103-820f-78a880f809b9,2022-05-26 12:58,5,Just received this today delivery is super fast. Within 2 days received. The speaker is very small and good. I love it so much. Bought this for my work. As I always closed my laptop lid. And use external monitor to display. So this speaker works very well for speaker sounds. Comes w build in microph
6c4a1e5b-32fb-4b1c-9561-52cea7fe0707,o*****y,c4a90064-73ca-4af1-8487-28051a53cc3a,caae034c-ba60-4103-820f-78a880f809b9,2022-02-04 18:57,5,Product as advertised. Decent sound quality. Long battery life. Compact and lightweight.
a2ff3198-bf12-4d3c-a196-1d92846ece62,michaelgan1919,c4a90064-73ca-4af1-8487-28051a53cc3a,caae034c-ba60-4103-820f-78a880f809b9,2022-01-01 20:41,5,Item well received  speaker size is smaller than what I expected
